Recognition Log: Lunafreya Nguyen and Diego Batista Cruz // $1 Unistroke Recognizer // Provided XML // USER-DEPENDENT RANDOM-100,,,,,,,,,,,
User,GestureType,RandomIteration,numOfTrainingExamples,TotalSizeOfTrainingSet,TrainingSetContents,Candidate,RecoResultGestureType,CorrectIncorrect,RecoResultScore,RecoResultBestMatch,RecoResultNBestSorted
2,arrow02,1,1,1,arrow02,candidate,arrow02,right,58.38
2,caret03,2,1,1,caret03,candidate,right_sq_bracket09,wrong,57.43
2,check03,3,1,1,check03,candidate,check03,right,32.39
2,circle07,4,1,1,circle07,candidate,circle07,right,33.99
2,delete_mark04,5,1,1,delete_mark04,candidate,delete_mark04,right,34.58
2,left_curly_brace08,6,1,1,left_curly_brace08,candidate,left_curly_brace08,right,30.36
2,left_sq_bracket09,7,1,1,left_sq_bracket09,candidate,left_sq_bracket09,right,39.45
2,pigtail06,8,1,1,pigtail06,candidate,pigtail06,right,73.78
2,question_mark05,9,1,1,question_mark05,candidate,question_mark05,right,48.81
2,rectangle02,10,1,1,rectangle02,candidate,rectangle02,right,44.61
3,right_curly_brace08,1,1,1,right_curly_brace08,candidate,right_curly_brace08,right,40.27
3,right_sq_bracket09,2,1,1,right_sq_bracket09,candidate,right_sq_bracket09,right,39.94
3,star05,3,1,1,star05,candidate,star05,right,40.77
3,triangle04,4,1,1,triangle04,candidate,triangle04,right,52.23
3,v09,5,1,1,v09,candidate,v09,right,46.23
3,x10,6,1,1,x10,candidate,x10,right,89.58
3,arrow02,7,1,1,arrow02,candidate,arrow10,right,72.19
3,caret03,8,1,1,caret03,candidate,caret07,right,63.47
3,check03,9,1,1,check03,candidate,check04,right,36.51
3,circle07,10,1,1,circle07,candidate,circle07,right,40.65
4,delete_mark04,1,1,1,delete_mark04,candidate,delete_mark04,right,42.21
4,left_curly_brace08,2,1,1,left_curly_brace08,candidate,left_curly_brace02,right,39.64
4,left_sq_bracket09,3,1,1,left_sq_bracket09,candidate,left_sq_bracket04,right,36.11
4,pigtail06,4,1,1,pigtail06,candidate,x09,wrong,74.79
4,question_mark05,5,1,1,question_mark05,candidate,question_mark06,right,47.69
4,rectangle02,6,1,1,rectangle02,candidate,rectangle02,right,58.52
4,right_curly_brace08,7,1,1,right_curly_brace08,candidate,right_curly_brace08,right,40.15
4,right_sq_bracket09,8,1,1,right_sq_bracket09,candidate,right_sq_bracket09,right,47.25
4,star05,9,1,1,star05,candidate,star01,right,45.84
4,triangle04,10,1,1,triangle04,candidate,rectangle02,wrong,46.10
5,v09,1,1,1,v09,candidate,v10,right,51.02
5,x10,2,1,1,x10,candidate,x09,right,88.67
5,arrow02,3,1,1,arrow02,candidate,arrow10,right,69.91
5,caret03,4,1,1,caret03,candidate,caret07,right,60.13
5,check03,5,1,1,check03,candidate,check09,right,31.90
5,circle07,6,1,1,circle07,candidate,circle02,right,34.81
5,delete_mark04,7,1,1,delete_mark04,candidate,delete_mark05,right,50.45
5,left_curly_brace08,8,1,1,left_curly_brace08,candidate,left_curly_brace02,right,27.92
5,left_sq_bracket09,9,1,1,left_sq_bracket09,candidate,left_sq_bracket09,right,30.20
5,pigtail06,10,1,1,pigtail06,candidate,pigtail01,right,74.53
6,question_mark05,1,1,1,question_mark05,candidate,question_mark05,right,53.43
6,rectangle02,2,1,1,rectangle02,candidate,rectangle08,right,41.04
6,right_curly_brace08,3,1,1,right_curly_brace08,candidate,right_curly_brace04,right,50.02
6,right_sq_bracket09,4,1,1,right_sq_bracket09,candidate,right_sq_bracket09,right,47.65
6,star05,5,1,1,star05,candidate,star01,right,55.24
6,triangle04,6,1,1,triangle04,candidate,triangle09,right,44.97
6,v09,7,1,1,v09,candidate,v09,right,44.09
6,x10,8,1,1,x10,candidate,x01,right,92.48
6,arrow02,9,1,1,arrow02,candidate,arrow10,right,71.52
6,caret03,10,1,1,caret03,candidate,caret03,right,72.26
7,check03,1,1,1,check03,candidate,check09,right,36.58
7,circle07,2,1,1,circle07,candidate,circle02,right,44.97
7,delete_mark04,3,1,1,delete_mark04,candidate,delete_mark04,right,49.80
7,left_curly_brace08,4,1,1,left_curly_brace08,candidate,left_curly_brace02,right,37.76
7,left_sq_bracket09,5,1,1,left_sq_bracket09,candidate,left_sq_bracket02,right,35.02
7,pigtail06,6,1,1,pigtail06,candidate,x01,wrong,77.49
7,question_mark05,7,1,1,question_mark05,candidate,question_mark03,right,52.01
7,rectangle02,8,1,1,rectangle02,candidate,rectangle02,right,51.92
7,right_curly_brace08,9,1,1,right_curly_brace08,candidate,right_curly_brace04,right,46.40
7,right_sq_bracket09,10,1,1,right_sq_bracket09,candidate,right_sq_bracket09,right,45.49
8,star05,1,1,1,star05,candidate,star07,right,48.67
8,triangle04,2,1,1,triangle04,candidate,triangle09,right,48.48
8,v09,3,1,1,v09,candidate,v10,right,49.94
8,x10,4,1,1,x10,candidate,x09,right,90.66
8,arrow02,5,1,1,arrow02,candidate,arrow10,right,73.93
8,caret03,6,1,1,caret03,candidate,caret03,right,68.61
8,check03,7,1,1,check03,candidate,check09,right,41.64
8,circle07,8,1,1,circle07,candidate,circle02,right,47.22
8,delete_mark04,9,1,1,delete_mark04,candidate,delete_mark04,right,48.33
8,left_curly_brace08,10,1,1,left_curly_brace08,candidate,left_curly_brace04,right,36.78
9,left_sq_bracket09,1,1,1,left_sq_bracket09,candidate,left_sq_bracket09,right,44.36
9,pigtail06,2,1,1,pigtail06,candidate,pigtail10,right,73.11
9,question_mark05,3,1,1,question_mark05,candidate,question_mark03,right,44.62
9,rectangle02,4,1,1,rectangle02,candidate,rectangle05,right,57.20
9,right_curly_brace08,5,1,1,right_curly_brace08,candidate,right_curly_brace01,right,46.86
9,right_sq_bracket09,6,1,1,right_sq_bracket09,candidate,right_sq_bracket07,right,44.18
9,star05,7,1,1,star05,candidate,star01,right,54.49
9,triangle04,8,1,1,triangle04,candidate,triangle09,right,58.01
9,v09,9,1,1,v09,candidate,v05,right,46.37
9,x10,10,1,1,x10,candidate,x07,right,94.13
10,arrow02,1,1,1,arrow02,candidate,arrow10,right,75.51
10,caret03,2,1,1,caret03,candidate,caret04,right,60.13
10,check03,3,1,1,check03,candidate,check04,right,35.30
